Incident Date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
2022-06-14,0210,N354FC,SR22,11000,ZNY,Blue,No,Ronkonkoma,New York
2022-06-14,0156,N586FL,P28A,1500,ABE,Green,No,Allentown,Pennsylvania
2022-06-14,0120,DAL862,B752,3000,DTW,Unk,No,Detroit,Michigan
2022-06-15,0528,UAL1829,B777,10000,NCT,Green,No,Mather,California
2022-06-15,0445,N553CP,HELO,1500,CMH,Green,Yes,Columbus,Ohio
2022-06-15,0434,N4025F,P28A,10500,COS,Green,No,Colorado Springs,Colorado
2022-06-15,0401,UAL2345,B739,8000,Y90,Green,No,Fort Wayne,Indiana
2022-06-15,0331,UAL2177,B738,12000,BUF,Green,No,Buffalo,New York
2022-06-15,0330,SKW3388,E75L,0,SAN,Green,No,San Diego,California
2022-06-15,0300,PDT6224,E145,11000,ROA,Green,No,Roanoke,Virginia
2022-06-15,0255,N1129T,BE36,7500,EVV,Blue,No,Evansville,Indiana
2022-06-15,0255,BVN75200,C208,700,MCO,Green,No,Orlando,Florida
2022-06-15,0233,N1501Z,BE35,2700,DAB,Green,No,Daytona Beach,Florida
2022-06-15,0230,JIA5604,CRJ7,5500,PIA,Blue,Yes,Peoria,Illinois
2022-06-15,0228,EDV4928,CRJ2,1700,LFT,White,No,Lafayette,Louisiana
2022-06-15,0020,C6010,UH60,300,BQN,Green,No,Aguadilla,Puerto Rico
2022-06-16,1204,UAL1724,B739,8000,NCT,Green,No,Mather,California
2022-06-16,1200,UAL1639,B39M,6000,NCT,Green,No,Mather,California
2022-06-16,0700,N68459,C172,3500,NCT,Blue,No,Mather,California
2022-06-16,0506,ASA714,B39M,5500,S46,Green,No,Burien,Washington
2022-06-16,0500,DAL2242,BCS3,3000,SCT,White,No,San Diego,California
2022-06-16,0440,DAL300,B752,20000,NCT,Green,No,Mather,California
2022-06-16,0425,SKW3280,CRJ7,10000,ZLC,Red,No,Salt Lake City,Utah
2022-06-16,0420,SWA2242,B737,17000,NCT,Green,No,Mather,California
2022-06-16,0420,FDX1148,B752,32000,ZKC,Green,No,Olathe,Kansas
2022-06-16,0355,DAL2799,B712,12000,ZME,Blue And Purple,No,Memphis,Tennessee
2022-06-16,0309,PDU65,P28A,3000,CMI,Unk,No,Champaign/Urbana,Illinois
2022-06-16,0250,ENY3795,E145,17000,ZAU,Green,No,Aurora,Illinois
2022-06-16,0240,AAL2011,B738,300,SJU,Green,No,San Juan,Puerto Rico
2022-06-16,0126,GJS4509,CRJ7,3000,PVD,Green,No,Providence,Rhode Island
2022-06-17,1605,TSU841,CRJ2,3000,BNA,Green,No,Nashville,Tennessee
2022-06-17,0808,CTL9,AC50,12000,ZFW,Green,No,Fort Worth,Texas
2022-06-17,0527,FDX1041,A306,16000,ZTL,Green,No,Hampton,Georgia
2022-06-17,0514,SHDW47,EC45,2700,ZOA,Blue,No,Fremont,California
2022-06-17,0503,SWA1950,B738,4000,LAS,Green,No,Las Vegas,Nevada
2022-06-17,0455,SHDW47,EC45,1100,ZOA,Green,No,Fremont,California
2022-06-17,0448,AMX682,B738,7000,C90,Green,No,Elgin,Illinois
2022-06-17,0410,SCX408,B738,3000,MSP,Blue And Purple,No,Minneapolis,Minnesota
2022-06-17,0410,SKW3263,CRJ7,5000,P50,Green,No,Phoenix,Arizona
2022-06-17,0349,HPD84F,HELO,800,HOU,Green,No,Houston,Texas
2022-06-17,0303,N696A,P28A,5000,BNA,Green,No,Nashville,Tennessee
2022-06-17,0248,UAL2131,A319,600,EWR,Green,No,Newark,New Jersey
2022-06-17,0245,WCP635,PS28,1500,F11,Red And Blue,No,Orlando,Florida
2022-06-17,0225,SWA1238,B737,4500,HOU,Green,No,Houston,Texas
2022-06-17,0223,LIFE5,BK17,700,HOU,Green,No,Houston,Texas
2022-06-17,0140,N989WU,C172,2700,VPS,Green,No,Valparaiso/Destin-Ft Walton Beach,Florida
2022-06-17,0105,N539WA,C56X,600,EWR,Green,No,Newark,New Jersey
2022-06-18,1152,HAL54,A21N,6000,NCT,Blue,No,Mather,California
2022-06-18,0830,MERCY22,B407,3000,SCT,Green,No,San Diego,California
2022-06-18,0735,DAL797,B739,6000,L30,Green,No,Las Vegas,Nevada
2022-06-18,0726,FDY32,C208,3700,HCF,Green,No,Honolulu,Hawaii
2022-06-18,0723,UAL2650,B738,3000,HCF,Green,No,Honolulu,Hawaii
2022-06-18,0622,N81NM,A109,3000,ZMP,Blue,No,Dodge Center,Minnesota
2022-06-18,0540,N7557T,C182,8200,U90,Green,No,Tucson,Arizona
2022-06-18,0528,AAL2110,A321,2000,SCT,Green,No,San Diego,California
2022-06-18,0528,UAL437,B739,33000,ZOA,Green,No,Fremont,California
2022-06-18,0525,AAL711,A321,24000,ZFW,Green,No,Fort Worth,Texas
2022-06-18,0504,UAL1617,B739,3000,C90,Green,No,Elgin,Illinois
2022-06-18,0459,ASA26,B739,16000,ZAU,Green,No,Aurora,Illinois
2022-06-18,0434,SWA2272,B737,4000,DSM,Green,No,Des Moines,Iowa
2022-06-18,0420,EDV5401,CRJ9,8000,T75,Green,No,St. Charles,Missouri
2022-06-18,0420,UAL1234,B739,6000,C90,Green,No,Elgin,Illinois
2022-06-18,0415,AAL508,B738,12000,ZFW,Green,No,Fort Worth,Texas
2022-06-18,0410,SWA582,B737,10000,CHS,Green,No,Charleston ,South Carolina
2022-06-18,0407,SWA1258,B738,11000,BUF,Green,No,Buffalo,New York
2022-06-18,0404,SWA1258,B738,14300,ZOB,Green,No,Oberlin,Ohio
2022-06-18,0348,EJA359,C680,6700,CID,Green,No,Cedar Rapids,Iowa
2022-06-18,0347,NOGS66,C17,19000,LBB,Green,No,Lubbock,Texas
2022-06-18,0345,UAL1920,A320,19000,ZHU,Green,No,Houston,Texas
2022-06-18,0330,UAL2374,B738,34000,ZID,Green,No,Indianapolis,Indiana
2022-06-18,0254,DAL1054,A321,10000,D21,Green,No,Detroit,Michigan
2022-06-18,0240,JIA5143,CRJ9,6000,CMH,Green,No,Columbus,Ohio
2022-06-18,0240,UAL1747,B738,11000,PWM,Blue,No,Portland,Maine
2022-06-18,0218,G72304,EC45,2500,MFE,Green,No,Mc Allen,Texas
2022-06-18,0212,SKW5626,E75L,3700,HSV,Blue,No,Huntsville,Alabama
2022-06-18,0203,AAY2352,A320,16000,JAX,Purple,No,Jacksonville,Florida
2022-06-18,0155,N40SF,P28A,4500,DAB,Green,No,Daytona Beach,Florida
2022-06-18,0153,ASH5789,CRJ9,2000,ECP,Green,No,Panama City,Florida
2022-06-18,0135,N631BR,SR22,2000,FRG,Green and Purple,No,Farmingdale,New York
2022-06-18,0120,G2317,CN35,1500,ZSU,Green,No,San Juan,Puerto Rico
2022-06-18,0120,ARC2,EC45,1200,PCT,Green,No,Warrenton,Virginia
2022-06-19,0523,UAL954,B787,35000,ZLC,Green,No,Salt Lake City,Utah
2022-06-19,0515,SRVY1,C208,7500,U90,Blue,No,Tucson,Arizona
2022-06-19,0510,BAW22U,B788,39000,ZTL,Green,No,Hampton,Georgia
2022-06-19,0500,N340LG,SW3,8000,D01,Green,No,Denver,Colorado
2022-06-19,0459,SWA3191,B737,28000,ZID,Blue,No,Indianapolis,Indiana
2022-06-19,0450,SWA3290,B737,17000,I90,Green,No,Houston,Texas
2022-06-19,0406,BYA297,E120,3200,LRD,Green,No,Laredo,Texas
2022-06-19,0405,N236LP,GLF4,1300,SNA,Green,No,Santa Ana,California
2022-06-19,0348,UAL2347,B738,24000,ZOB,Green,No,Oberlin,Ohio
2022-06-19,0329,N901TV,R44,2500,SBN,Green,No,South Bend,Indiana
2022-06-19,0322,ASH6103,E175,2000,ORF,Green,No,Norfolk,Virginia
2022-06-19,0318,UAL2153,B738,7000,C90,Green,No,Elgin,Illinois
2022-06-19,0310,N7758G,C172,3500,RFD,Green,No,Chicago/Rockford,Illinois
2022-06-19,0303,DAL2865,B717,13000,MKE,Green,No,Milwaukee,Wisconsin
2022-06-19,0300,N334BG,PA28,4500,TOL,Green,No,Toledo,Ohio
2022-06-19,0225,SKW5815,E75L,2800,BHM,Green,No,Birmingham,Alabama
2022-06-19,0215,FDX131,MD11,6000,IND,Green,No,Indianapolis,Indiana
2022-06-19,0157,AAL986,A319,1200,TPA,Green,No,Tampa,Florida
2022-06-19,0135,AAL2533,A321,4000,PHL,Green,No,Philadelphia,Pennsylvania
2022-06-20,1840,UAL1816,B738,0,ORD,Green,No,Chicago,Illinois
2022-06-20,1835,AWI3926,CRJ2,0,ORD,Green,No,Chicago,Illinois
2022-06-20,0910,N500XX,GA5C,5000,HCF,Green,No,Honolulu,Hawaii
2022-06-20,0624,N72HP,HELO,2000,CMH,Blue,No,Columbus,Ohio
2022-06-20,0530,ASA133,B739,5000,GEG,Green,No,Spokane ,Washington
2022-06-20,0512,GTI3758,B763,23000,ZLA,Green,No,Palmsdale,California
2022-06-20,0512,SKW903H,E75L,15000,NCT,Green,No,Mather,California
2022-06-20,0500,AAL345,A319,1400,LAX,Amber,No,Los Angeles,California
2022-06-20,0450,DAL2850,B757,3000,CHS,Blue,No,Charleston ,South Carolina
2022-06-20,0433,UAL2605,B738,11000,I90,Green,No,Houston,Texas
2022-06-20,0417,PA31A,HELO,3000,LAS,Green,No,Las Vegas,Nevada
2022-06-20,0410,N878SC,GLEX,12000,ZBW,Blue,No,Nashua,New Hampshire
2022-06-20,0400,SWA61,B737,10600,I90,Green,No,Houston,Texas
2022-06-20,0353,UAL2374,B737,17000,ZME,Green,No,Memphis,Tennessee
2022-06-20,0302,PDT6075,E145,13000,ZTL,Green,No,Hampton,Georgia
2022-06-20,0250,N3337E,C172,2500,A80,Green,No,Peachtree City,Georgia
2022-06-20,0238,ERU878,C172,4500,F11,Blue,No,Orlando,Florida
2022-06-20,0233,N20TV,B206,900,PNE,Green,No,Philadelphia,Pennsylvania
2022-06-20,0231,UAL2424,B737,6000,I90,Green,No,Houston,Texas
2022-06-20,0205,FDY495,C208,10000,ZME,Green,No,Memphis,Tennessee
2022-06-20,0200,UAL1778,B737,2500,CLE,Green,No,Cleveland,Ohio
2022-06-21,1110,N7DV,C207,5800,SLC,Green,No,Salt Lake City,Utah
2022-06-21,0803,UPS910,B752,36000,ZKC,Green,No,Olathe,Kansas
2022-06-21,0729,OAE593,B763,40000,ZID,Green,No,Indianapolis,Indiana
2022-06-21,0719,SWA2195,B737,7000,NCT,Blue,No,Mather,California
2022-06-21,0719,UAL2063,B738,11000,NCT,Blue,No,Mather,California
2022-06-21,0604,FDY864,C208,2500,HCF,Green,No,Honolulu,Hawaii
2022-06-21,0548,ASA326,B739,8000,S46,Green,No,Burien,Washington
2022-06-21,0541,N33001,P28A,3000,NCT,Green,No,Mather,California
2022-06-21,0540,N414CY,C208,7000,ZTL,Green,No,Hampton,Georgia
2022-06-21,0524,SKW3809,E75L,16000,ZSE,Green,No,Auburn,Washington
2022-06-21,0448,AAL2742,A321,10300,S56,Blue,No,Salt Lake City,Utah
2022-06-21,0445,FDX1660,B752,21000,ZID,Green,No,Indianapolis,Indiana
2022-06-21,0444,FDX1613,B763,21000,ZID,Green,No,Indianapolis,Indiana
2022-06-21,0439,FDX1608,B752,21000,ZID,Green,No,Indianapolis,Indiana
2022-06-21,0438,AAL2742,A321,10300,S56,Blue,No,Salt Lake City,Utah
2022-06-21,0420,UAL1231,B753,6500,SCT,Green,No,San Diego,California
2022-06-21,0401,DAL1258,A319,6000,ROA,Green,No,Roanoke,Virginia
2022-06-21,0320,N60586,C150,2000,FSM,Green,No,Fort Smith,Arkansas
2022-06-21,0309,ASA923,B739,8000,P50,Green,No,Phoenix,Arizona
2022-06-21,0305,UPS541,MD11,11000,SDF,Green,No,Louisville,Kentucky
2022-06-21,0300,RPA5679,E75S,4000,C90,Green,No,Elgin,Illinois
2022-06-21,0233,AAL1566,B738,2800,RDU,Green,No,Raleigh/Durham,North Carolina
2022-06-21,0233,DAL538,B739,2800,RDU,Green,No,Raleigh/Durham,North Carolina
2022-06-21,0228,EDV5486,CRJ9,12000,CLT,Green,No,Charlotte,North Carolina
2022-06-21,0215,BAW222,B789,8000,BNA,Green,No,Nashville,Tennessee
2022-06-21,0206,N65447,C172,3500,MSY,Green,No,New Orleans,Louisiana
2022-06-21,0152,AAL657,A321,15000,ZBW,Unk,No,Nashua,New Hampshire
2022-06-21,0130,N73345,C172,4000,BTV,Green,No,Burlington,Vermont
2022-06-22,0800,AAL1386,A321,5500,P50,Green,No,Phoenix,Arizona
2022-06-22,0745,UPS952,B752,20000,ZAU,Green,No,Aurora,Illinois
2022-06-22,0711,BYA229,E120,5000,ZHU,Green,No,Houston,Texas
2022-06-22,0620,HAL299,B712,1500,HCF,Green,No,Honolulu,Hawaii
2022-06-22,0612,SKW5419,CRJ2,12000,FAT,Blue,No,Fresno,California
2022-06-22,0602,CTL9,AC50,4000,MCI,Red,No,Kansas City,Missouri
2022-06-22,0551,SKW3809,E75L,18000,ZSE,Green,No,Auburn,Washington
2022-06-22,0535,AAL1890,B737,33000,ZID,Green,No,Indianapolis,Indiana
2022-06-22,0515,N317VA,RV12,7400,ZSE,Green,No,Auburn,Washington
2022-06-22,0437,DAL1154,B712,15000,DSM,Green,No,Des Moines,Iowa
2022-06-22,0412,N349AF,DA42,9500,ZFW,Green,No,Fort Worth,Texas
2022-06-22,0410,N437AH,EC45,6200,LBB,Green,No,Lubbock,Texas
2022-06-22,0403,DAL984,B738,8000,S56,Green,No,Salt Lake City,Utah
2022-06-22,0349,N32426,P28A,6000,LNK,Green,No,Lincoln,Nebraska
2022-06-22,0345,FDX1310,B767,2000,MEM,Green,No,Memphis,Tennessee
2022-06-22,0340,UAL1770,B739,6500,TUL,Green,No,Tulsa,Oklahoma
2022-06-22,0338,N717LU,C172,4200,ROA,Green,No,Roanoke,Virginia
2022-06-22,0332,HAL16,A332,5500,SCT,Green,No,San Diego,California
2022-06-22,0330,BAW224U,B788,26000,ZHU,Green,No,Houston,Texas
2022-06-22,0319,SWA1894,B737,6000,ELP,Green,No,El Paso,Texas
2022-06-22,0315,PDT6121,E145,12000,ZDC,Green,No,Leesburg,Virginia
2022-06-22,0240,N550WS,C550,3000,CRP,Green,No,Corpus Christi,Texas
2022-06-22,0230,UPS1333,A306,18000,ZID,Green,No,Indianapolis,Indiana
2022-06-22,0225,FDX1339,B752,5500,SAV,Green,No,Savannah,Georgia
2022-06-22,0215,JIA5604,CRJ7,4000,PIA,Green,No,Peoria,Illinois
2022-06-22,0155,DAL2091,B738,11000,GSO,Blue,No,Greensboro,North Carolina
2022-06-22,0149,SWA1159,B737,13000,PCT,Green,No,Warrenton,Virginia
2022-06-22,0145,N407BW,C172,2000,ORH,Green,No,Worcester,Massachusetts
2022-06-22,0140,JIA5041,CRJ7,9000,CHA,White And Green,No,Chattanooga,Tennessee
2022-06-23,0928,MTN8345,C208,7000,CMH,Green,No,Columbus,Ohio
2022-06-23,0902,UPS966,A306,2000,OAK,Green,No,Oakland,California
2022-06-23,0900,MTN8327,AT73,9000,CMH,Green,No,Columbus,Ohio
2022-06-23,0729,ABX2040,B762,15400,ZID,Green,No,Indianapolis,Indiana
2022-06-23,0604,FDX979A,MD11,38000,ZME,Green,No,Memphis,Tennessee
2022-06-23,0555,AAL2404,A319,16000,ZTL,Green,No,Hampton,Georgia
2022-06-23,0455,N5SY,PAY3,12000,ZTL,Green,No,Hampton,Georgia
2022-06-23,0444,N885RS,C510,14500,P50,Blue,No,Phoenix,Arizona
2022-06-23,0440,SWA221,B737,14500,ZFW,Red,No,Fort Worth,Texas
2022-06-23,0434,SWA401,B38M,13000,D01,Green,No,Denver,Colorado
2022-06-23,0432,N171AA,C510,4000,NCT,Blue,No,Mather,California
2022-06-23,0425,UPS105,B763,7500,SDF,Green,No,Louisville,Kentucky
2022-06-23,0424,UPS238,B763,3300,SDF,Green,No,Louisville,Kentucky
2022-06-23,0420,SWA2114,B737,13000,D01,Green,No,Denver,Colorado
2022-06-23,0408,UAL2748,B739,10000,SCT,Green,No,San Diego,California
2022-06-23,0401,DAL1116,B739,6000,C90,Blue,No,Elgin,Illinois
2022-06-23,0345,SWA793,B738,8000,M98,Green,No,Minneapolis,Minnesota
2022-06-23,0332,PDT6048,E145,11000,EVV,Green,No,Evansville,Indiana
2022-06-23,0328,UAL1923,B739,8000,I90,Green,No,Houston,Texas
2022-06-23,0324,N14UH,EC45,2000,JAN,Green,No,Jackson  ,Mississippi
2022-06-23,0315,N2419L,C172,5500,AZO,Green,No,Kalamazoo,Michigan
2022-06-23,0304,ASH6233,E75L,9000,IND,Blue,No,Indianapolis,Indiana
2022-06-23,0255,CBN547E,C172,1500,EVV,Green,No,Evansville,Indiana
2022-06-23,0249,N301LG,C56X,9000,OKC,Green,No,Oklahoma City,Oklahoma
2022-06-23,0235,SWA1238,B737,5000,I90,Green,No,Houston,Texas
2022-06-23,0234,SWA1520,B737,1900,HOU,Green,No,Houston,Texas
2022-06-23,0221,JIA5604,CRJ7,4800,PIA,Blue,No,Peoria,Illinois
2022-06-23,0150,N44355,P28A,3000,A80,Green,No,Peachtree City,Georgia
2022-06-24,0819,SWA335,B737,13000,NCT,Green,No,Mather,California
2022-06-24,0818,SIL3923,AT75,7500,ABQ,Green,No,Albuquerque,New Mexico
2022-06-24,0724,ASA252,B737,17000,S46,Green,No,Burien,Washington
2022-06-24,0547,EJA364,C680,36000,ZID,Green,No,Indianapolis,Indiana
2022-06-24,0540,N721TA,SR22,4500,ZHU,Green,No,Houston,Texas
2022-06-24,0536,SKW3042,CRJ7,4500,BFL,Green,No,Bakersfield,California
2022-06-24,0535,N442CA,P28A,9000,SCT,Green,No,San Diego,California
2022-06-24,0458,ASA942,B738,5000,S46,Green,No,Burien,Washington
2022-06-24,0437,UAL475,B737,7000,I90,Green,No,Houston,Texas
2022-06-24,0415,SWA2210,B737,7000,T75,Blue,No,St. Charles,Missouri
2022-06-24,0415,SWA1391,B738,10000,T75,Green,No,St. Charles,Missouri
2022-06-24,0415,JIA5202,CRJ9,8000,T75,Green,No,St. Charles,Missouri
2022-06-24,0330,AAL1177,A319,2200,PVD,Blue,No,Providence,Rhode Island
2022-06-24,0309,MDS654,SW4,3200,LRD,Multiple green,No,Laredo,Texas
2022-06-24,0300,FDX247,MD11,35000,ZME,Green,No,Memphis,Tennessee
2022-06-24,0245,SWA4492,B737,13500,ZKC,Green,No,Olathe,Kansas
2022-06-24,0245,UAL2469,B738,14000,ZKC,Green,No,Olathe,Kansas
2022-06-24,0245,N441F,C441,10000,ZMA,Green,No,Melbourne,Florida
2022-06-24,0240,N535LN,SR22,6500,ZMA,Green,No,Melbourne,Florida
2022-06-24,0239,JBU102,E190,20000,ZOB,Green,No,Oberlin,Ohio
2022-06-24,0221,N916JL,C25M,11000,ZJX,Green,No,Hillard,Florida
2022-06-24,0220,RPA5738,E175,1000,LGA,Blue,No,New York,New York
2022-06-24,0150,UAL656,B738,6000,A90,Green,No,Merrimack,New Hampshire
2022-06-25,1015,N35HD,BE9L,7800,COS,Purple,No,Colorado Springs,Colorado
2022-06-25,0900,ATN3401,B763,8000,S46,Green,No,Burien,Washington
2022-06-25,0855,FDX1406,B767,35000,ZME,Green,No,Memphis,Tennessee
2022-06-25,0801,UAL759,B739,4500,P50,Green,No,Phoenix,Arizona
2022-06-25,0728,UAL8131,A320,19000,ZSE,Blue,No,Auburn,Washington
2022-06-25,0708,ASA325,B739,16000,ZSE,Green,No,Auburn,Washington
2022-06-25,0640,LN581HC,C525,6500,SLC,Green,No,Salt Lake City,Utah
2022-06-25,0620,AAL2564,B738,13200,ABQ,White And Green,No,Albuquerque,New Mexico
2022-06-25,0610,SKW3338,E75L,8000,L30,Green,No,Las Vegas,Nevada
2022-06-25,0605,AAL2356,A321,6000,P80,Green,No,Portland,Oregon
2022-06-25,0543,N6268D,C172,3400,ZSE,Green,No,Auburn,Washington
2022-06-25,0520,ASA145,B739,1800,SEA,Green,No,Seattle,Washington
2022-06-25,0502,N5A,E55P,4200,TUS,Green,No,Tucson,Arizona
2022-06-25,0458,SWA595,B737,8000,T75,Blue,No,St. Charles,Missouri
2022-06-25,0455,AAY117,A319,37000,ZOA,Red,No,Fremont,California
2022-06-25,0437,DAL477,A321,35000,ZME,Green,No,Memphis,Tennessee
2022-06-25,0427,SKW3408,E75L,10500,FAT,Green,No,Fresno,California
2022-06-25,0419,N500TG,LJ31,26700,ZID,Green,No,Indianapolis,Indiana
2022-06-25,0334,FDX1310,B763,16000,ZME,Green,No,Memphis,Tennessee
2022-06-25,0318,DAL2541,A321,28000,ZBW,Green,No,Nashua,New Hampshire
2022-06-25,0315,SWA1871,B737,13000,SAT,Green,No,San Antonio,Texas
2022-06-25,0259,FDX1251,B767,10500,R90,Red,No,Bellevue,Nebraska
2022-06-25,0257,N661AD,PA28,5600,ZME,Green,No,Memphis,Tennessee
2022-06-25,0250,SWA4492,B737,10000,T75,Blue,No,St. Charles,Missouri
2022-06-25,0247,RPA4675,E75S,25000,ZID,Green,No,Indianapolis,Indiana
2022-06-25,0244,AMF7116,E120,3000,LRD,Green,No,Laredo,Texas
2022-06-25,0240,DAL404,B737,32000,ZME,Green,No,Memphis,Tennessee
2022-06-25,0238,N7072Q,C172,3000,CLE,Green,No,Cleveland,Ohio
2022-06-25,0225,N16127,C172,Unk,CAK,Unk,No,Akron,Ohio
2022-06-25,0216,N8247N,PA28,2000,TOL,Green,No,Toledo,Ohio
2022-06-25,0207,G72304,EC45,2500,MFE,Green,No,Mc Allen,Texas
2022-06-25,0156,RPA5839,E175,6000,PIT,Green,No,Pittsburgh,Pennsylvania
2022-06-25,0156,RPA3590,E170,8000,N90,Green,No,Westbury,New York
2022-06-26,0742,JBU132,A320,35000,ZFW,Green,No,Fort Worth,Texas
2022-06-26,0644,UAL1711,B739,24500,ZOA,Green,No,Fremont,California
2022-06-26,0622,NKS205,A320,6000,L30,Green,No,Las Vegas,Nevada
2022-06-26,0615,N737AF,C172,3500,ZSE,Green,No,Auburn,Washington
2022-06-26,0504,N439PF,E55P,12000,FAT,Red,No,Fresno,California
2022-06-26,0404,N299SP,C206,3200,FAR,Green,No,Fargo ,North Dakota
2022-06-26,0402,N101WE,BE35,3200,FAR,Green,No,Fargo ,North Dakota
2022-06-26,0400,SKW3946,CRJ9,10000,BUF,Green,No,Buffalo,New York
2022-06-26,0400,SKW5366,E75L,3200,FAR,Green,No,Fargo ,North Dakota
2022-06-26,0315,N79060,C172,2500,D10,Unk,No,Dallas-Fort Worth,Texas
2022-06-26,0300,SKW6247,E75L,8000,OKC,Blue,No,Oklahoma City,Oklahoma
2022-06-26,0300,FDX147,MD11,7500,MEM,Green,No,Memphis,Tennessee
2022-06-26,0238,EDV4687,CRJ2,9000,AZO,Unk,No,Kalamazoo,Michigan
2022-06-26,0227,SH4,HELO,500,GPT,Green,No,Gulfport,Mississippi
2022-06-26,0218,N802FG,C172,4500,N90,Green,No,Westbury,New York
2022-06-26,0210,N858VK,C172,9000,BHM,Green,No,Birmingham,Alabama
2022-06-26,0156,ENY3524,E170,11000,GSO,Blue,No,Greensboro,North Carolina
2022-06-26,0131,N853CF,SR22,6000,GSO,Green,No,Greensboro,North Carolina
2022-06-26,0130,AWI3990,CRJ2,2000,AVP,Green,No,Wilkes-Barre/Scranton,Pennsylvania
2022-06-26,0127,ASH6078,E75L,7000,GSP,Green,No,Greer,South Carolina
2022-06-26,0050,N911TM,R44,1200,MYR,Blue,No,Myrtle Beach,South Carolina
2022-06-27,0710,ASA894,B738,14000,SCT,Green,No,San Diego,California
2022-06-27,0618,SWA1188,B38M,17000,ZOA,Blue,No,Fremont,California
2022-06-27,0609,QXE2206,E75L,13000,ZSE,Green,No,Auburn,Washington
2022-06-27,0507,UAL2605,B738,4000,I90,Green,No,Houston,Texas
2022-06-27,0455,SWA941,B737,10000,I90,Green,No,Houston,Texas
2022-06-27,0450,ASA771,B738,2500,P80,Green,No,Portland,Oregon
2022-06-27,0445,DAL1412,A321,3500,MSP,Blue,Yes,Minneapolis,Minnesota
2022-06-27,0436,SKW6243,E75L,18000,ZAB,Green,No,Albuquerque,New Mexico
2022-06-27,0424,AAL521,B738,11000,D10,Blue,No,Dallas-Fort Worth,Texas
2022-06-27,0423,SWA2469,B737,3000,OAK,Green,No,Oakland,California
2022-06-27,0410,N4315Q,C172,2300,LIT,Green,No,Little Rock,Arkansas
2022-06-27,0336,N362LL,A119,2900,DLH,Green,No,Duluth,Minnesota
2022-06-27,0327,SCX3032,B738,5000,M98,Green,No,Minneapolis,Minnesota
2022-06-27,0316,N2110L,BE58,5000,I90,Green,No,Houston,Texas
2022-06-27,0302,N4028D,C182,11500,ZKC,Green,No,Olathe,Kansas
2022-06-27,0250,UAL489,B738,6000,I90,Green,No,Houston,Texas
2022-06-27,0248,JBU190,A320,2000,N90,Green,No,Westbury,New York
2022-06-27,0240,ENY3934,E170,10000,DSM,Green,No,Des Moines,Iowa
2022-06-27,0228,DAL2149,A321,33000,ZOB,Green,No,Oberlin,Ohio
2022-06-27,0221,JIA5604,CRJ7,5000,PIA,Blue,No,Peoria,Illinois
2022-06-27,0210,SWA1772,B738,1300,MDW,Green,No,Chicago,Illinois
2022-06-28,1020,UPS980,B757,9000,P80,Green,No,Portland,Oregon
2022-06-28,0703,ACA811,A333,32500,ZOB,Green,No,Oberlin,Ohio
2022-06-28,0620,SKW5904,CRJ2,8500,FAT,Green,No,Fresno,California
2022-06-28,0528,N916FT,C172,500,SAN,Green,No,San Diego,California
2022-06-28,0528,N79142,C172,3300,DLH,Green,No,Duluth,Minnesota
2022-06-28,0525,JUS834,MD88,5500,ELP,Green,No,El Paso,Texas
2022-06-28,0517,SKW3389,E75L,8000,NCT,Green,No,Mather,California
2022-06-28,0512,QXE2446,E175,21000,ZSE,Green,No,Auburn,Washington
2022-06-28,0505,SWA547,B737,35000,ZBW,Green,No,Nashua,New Hampshire
2022-06-28,0500,N916NT,C172,7500,SCT,Green,No,San Diego,California
2022-06-28,0500,DAL1072,B739,13500,ZLA,Green,No,Palmsdale,California
2022-06-28,0500,JBU2516,E190,17000,ZBW,Green,No,Nashua,New Hampshire
2022-06-28,0425,N991GF,PC12,17500,ZOB,Green,No,Oberlin,Ohio
2022-06-28,0345,PDT6224,E145,8000,ZTL,Green,No,Hampton,Georgia
2022-06-28,0345,SWA2627,B737,2500,MCO,Green,No,Orlando,Florida
2022-06-28,0342,SKW5282,CRJ2,7200,COS,Blue,No,Colorado Springs,Colorado
2022-06-28,0340,AAL1163,A321,27000,ZME,Green,No,Memphis,Tennessee
2022-06-28,0337,N8273A,P28A,2000,RDU,Green,No,Raleigh/Durham,North Carolina
2022-06-28,0333,SWA801,B738,34000,ZNY,Unk,No,Ronkonkoma,New York
2022-06-28,0332,SWA2851,B738,27000,ZME,Green,No,Memphis,Tennessee
2022-06-28,0313,BYA561,E120,3300,LRD,Green,No,Laredo,Texas
2022-06-28,0301,WMU19,PA44,3000,SBN,Blue,No,South Bend,Indiana
2022-06-28,0235,FDX1639,A306,15000,ZME,Blue,No,Memphis,Tennessee
2022-06-28,0218,FCN3,C172,3500,CKB,Green,No,Clarksburg,West Virginia
2022-06-28,0210,N5342F,P28A,6500,MDT,Blue,No,Harrisburg,Pennsylvania
2022-06-28,0150,N444HC,LJ31,6000,BNA,Green,No,Nashville,Tennessee
2022-06-28,0108,EJA351,E55P,3000,CHS,Green,No,Charleston ,South Carolina
2022-06-29,0756,FDY73,C208,2000,HCF,Green,No,Honolulu,Hawaii
2022-06-29,0649,SKW5904,CRJ2,12000,ZOA,Green,No,Fremont,California
2022-06-29,0615,SWA676,B737,8500,ELP,Green,No,El Paso,Texas
2022-06-29,0531,UAL1655,A319,22000,ZOA,Green,No,Fremont,California
